label,image_id
1,249
4,250
0,251
6,252
3,253
7,254
1,255
1,256
1,257
4,258
7,259
0,260
2,261
9,262
2,263
0,264
5,265
6,266
0,267
8,268
9,269
6,270
2,271
0,272
0,273
7,274
2,275
0,276
4,277
2,278
0,279
9,280
1,281
6,282
9,283
3,284
0,285
0,286
2,287
0,288
6,289
8,290
4,291
0,292
7,293
2,294
1,295
9,296
5,297
2,298
4,299
8,300
5,301
2,302
9,303
7,304
9,305
2,306
9,307
7,308
4,309
9,310
3,311
2,312
7,313
3,314
6,315
3,316
6,317
8,318
8,319
3,320
7,321
0,322
9,323
2,324
7,325
9,326
0,327
5,328
4,329
5,330
8,331
4,332
3,333
3,334
1,335
7,336
8,337
9,338
7,339
6,340
2,341
1,342
7,343
0,344
5,345
6,346
5,347
2,348
9,349
5,350
4,351
6,352
2,353
2,354
2,355
9,356
0,357
7,358
7,359
2,360
2,361
6,362
3,363
4,364
2,365
0,366
5,367
9,368
6,369
2,370
1,371
9,372
0,373
6,374
0,375
4,376
8,377
4,378
3,379
1,380
5,381
4,382
2,383
9,384
5,385
7,386
3,387
1,388
5,389
4,390
5,391
3,392
7,393
3,394
8,395
6,396
2,397
4,398
6,399
1,400
1,401
4,402
0,403
0,404
5,405
8,406
6,407
7,408
4,409
2,410
8,411
0,412
2,413
5,414
4,415
8,416
3,417
0,418
6,419
4,420
8,421
6,422
4,423
1,424
8,425
1,426
5,427
4,428
9,429
4,430
3,431
2,432
0,433
5,434
0,435
7,436
9,437
2,438
9,439
8,440
9,441
6,442
5,443
2,444
4,445
4,446
6,447
4,448
8,449
4,450
1,451
7,452
5,453
8,454
9,455
5,456
9,457
3,458
2,459
5,460
8,461
2,462
2,463
7,464
2,465
8,466
4,467
1,468
9,469
3,470
6,471
0,472
2,473
2,474
9,475
1,476
2,477
7,478
2,479
1,480
3,481
4,482
9,483
1,484
8,485
0,486
2,487
2,488
3,489
4,490
1,491
3,492
7,493
4,494
1,495
4,496
1,497
5,498
9,499
6,500
9,501
0,502
5,503
7,504
6,505
8,506
2,507
0,508
7,509
3,510
5,511
8,512
2,513
8,514
2,515
4,516
8,517
5,518
8,519
9,520
7,521
1,522
2,523
4,524
5,525
5,526
1,527
8,528
1,529
4,530
4,531
6,532
5,533
8,534
9,535
2,536
3,537
0,538
5,539
1,540
4,541
0,542
5,543
1,544
2,545
9,546
2,547
4,548
1,549
6,550
8,551
0,552
4,553
9,554
0,555
0,556
5,557
9,558
2,559
3,560
5,561
9,562
4,563
4,564
3,565
9,566
2,567
3,568
5,569
6,570
5,571
2,572
7,573
2,574
4,575
2,576
4,577
7,578
2,579
5,580
3,581
7,582
6,583
1,584
0,585
7,586
5,587
4,588
5,589
1,590
6,591
9,592
7,593
1,594
6,595
3,596
3,597
1,598
2,599
2,600
0,601
5,602
0,603
6,604
8,605
3,606
6,607
7,608
7,609
3,610
8,611
1,612
7,613
9,614
3,615
9,616
2,617
8,618
3,619
7,620
4,621
1,622
2,623
3,624
6,625
5,626
0,627
1,628
8,629
6,630
9,631
2,632
1,633
6,634
0,635
2,636
8,637
0,638
8,639
8,640
9,641
1,642
2,643
2,644
1,645
4,646
8,647
1,648
4,649
4,650
5,651
1,652
8,653
7,654
7,655
9,656
7,657
0,658
6,659
9,660
4,661
5,662
6,663
2,664
5,665
7,666
4,667
7,668
2,669
3,670
0,671
8,672
4,673
8,674
0,675
0,676
9,677
7,678
7,679
9,680
8,681
2,682
1,683
6,684
5,685
5,686
1,687
1,688
9,689
7,690
7,691
8,692
6,693
4,694
7,695
5,696
3,697
1,698
6,699
4,700
5,701
7,702
4,703
1,704
8,705
3,706
5,707
1,708
7,709
1,710
1,711
8,712
6,713
4,714
3,715
8,716
3,717
1,718
2,719
8,720
9,721
0,722
9,723
1,724
2,725
3,726
3,727
0,728
3,729
0,730
2,731
0,732
3,733
3,734
8,735
3,736
5,737
7,738
0,739
5,740
9,741
0,742
5,743
9,744
1,745
5,746
1,747
1,748
2,749
6,750
5,751
5,752
4,753
5,754
1,755
6,756
0,757
2,758
2,759
8,760
0,761
7,762
1,763
0,764
8,765
5,766
6,767
3,768
2,769
9,770
4,771
3,772
6,773
0,774
3,775
4,776
1,777
5,778
9,779
3,780
0,781
5,782
0,783
6,784
2,785
7,786
6,787
6,788
6,789
9,790
6,791
7,792
8,793
2,794
0,795
6,796
0,797
8,798
9,799
5,800
3,801
6,802
7,803
4,804
3,805
9,806
7,807
2,808
0,809
4,810
7,811
2,812
2,813
8,814
2,815
7,816
0,817
4,818
0,819
5,820
2,821
8,822
7,823
7,824
9,825
1,826
4,827
0,828
1,829
1,830
2,831
3,832
6,833
2,834
0,835
6,836
6,837
1,838
9,839
4,840
5,841
2,842
7,843
7,844
8,845
9,846
5,847
8,848
3,849
8,850
5,851
6,852
2,853
0,854
9,855
7,856
1,857
8,858
2,859
6,860
9,861
8,862
4,863
9,864
4,865
1,866
3,867
8,868
4,869
0,870
7,871
7,872
3,873
7,874
6,875
6,876
8,877
8,878
2,879
7,880
0,881
4,882
3,883
7,884
7,885
0,886
8,887
4,888
7,889
4,890
0,891
6,892
9,893
8,894
6,895
0,896
1,897
6,898
4,899
5,900
2,901
7,902
3,903
6,904
2,905
2,906
9,907
2,908
7,909
4,910
8,911
7,912
2,913
9,914
5,915
3,916
4,917
8,918
0,919
4,920
4,921
6,922
5,923
6,924
1,925
2,926
2,927
8,928
4,929
5,930
7,931
8,932
0,933
6,934
8,935
9,936
1,937
7,938
7,939
2,940
6,941
3,942
9,943
9,944
1,945
0,946
4,947
2,948
5,949
4,950
4,951
9,952
2,953
6,954
7,955
2,956
8,957
3,958
3,959
2,960
7,961
0,962
4,963
7,964
0,965
7,966
7,967
8,968
1,969
7,970
3,971
7,972
8,973
0,974
1,975
0,976
2,977
9,978
7,979
6,980
2,981
2,982
6,983
9,984
0,985
6,986
8,987
8,988
9,989
6,990
3,991
5,992
0,993
2,994
2,995
5,996
9,997
6,998
4,999
1,1000
5,1001
1,1002
7,1003
4,1004
8,1005
9,1006
5,1007
7,1008
4,1009
7,1010
2,1011
2,1012
1,1013
4,1014
8,1015
8,1016
6,1017
2,1018
2,1019
2,1020
6,1021
7,1022
8,1023
1,1024
8,1025
8,1026
1,1027
9,1028
0,1029
7,1030
9,1031
6,1032
6,1033
8,1034
2,1035
3,1036
5,1037
4,1038
5,1039
4,1040
1,1041
3,1042
7,1043
1,1044
5,1045
0,1046
0,1047
8,1048
5,1049
3,1050
7,1051
6,1052
8,1053
2,1054
8,1055
4,1056
2,1057
3,1058
6,1059
2,1060
8,1061
7,1062
2,1063
4,1064
7,1065
3,1066
4,1067
4,1068
5,1069
4,1070
8,1071
3,1072
1,1073
5,1074
1,1075
0,1076
2,1077
2,1078
2,1079
9,1080
5,1081
9,1082
6,1083
6,1084
9,1085
4,1086
1,1087
7,1088
2,1089
2,1090
0,1091
7,1092
0,1093
6,1094
8,1095
0,1096
5,1097
7,1098
4,1099
7,1100
9,1101
3,1102
2,1103
5,1104
7,1105
1,1106
9,1107
9,1108
9,1109
9,1110
4,1111
5,1112
5,1113
7,1114
6,1115
2,1116
6,1117
3,1118
1,1119
8,1120
5,1121
3,1122
3,1123
4,1124
7,1125
3,1126
2,1127
9,1128
7,1129
5,1130
5,1131
6,1132
9,1133
8,1134
0,1135
8,1136
3,1137
4,1138
9,1139
2,1140
0,1141
8,1142
6,1143
9,1144
1,1145
4,1146
2,1147
8,1148
5,1149
6,1150
7,1151
1,1152
8,1153
2,1154
5,1155
7,1156
2,1157
8,1158
4,1159
5,1160
8,1161
7,1162
5,1163
4,1164
6,1165
7,1166
0,1167
0,1168
4,1169
1,1170
1,1171
8,1172
3,1173
0,1174
2,1175
2,1176
2,1177
8,1178
4,1179
3,1180
1,1181
6,1182
3,1183
9,1184
1,1185
4,1186
7,1187
9,1188
8,1189
8,1190
0,1191
1,1192
1,1193
6,1194
6,1195
9,1196
2,1197
3,1198
5,1199
6,1200
6,1201
6,1202
9,1203
8,1204
7,1205
2,1206
8,1207
5,1208
1,1209
2,1210
9,1211
0,1212
5,1213
7,1214
2,1215
2,1216
3,1217
1,1218
4,1219
2,1220
1,1221
0,1222
2,1223
4,1224
2,1225
6,1226
0,1227
6,1228
6,1229
2,1230
5,1231
4,1232
3,1233
7,1234
8,1235
1,1236
7,1237
3,1238
7,1239
6,1240
7,1241
9,1242
4,1243
4,1244
1,1245
4,1246
9,1247
5,1248
8,1249
4,1250
7,1251
6,1252
0,1253
2,1254
5,1255
9,1256
9,1257
9,1258
0,1259
0,1260
2,1261
9,1262
6,1263
3,1264
5,1265
6,1266
1,1267
1,1268
7,1269
5,1270
3,1271
8,1272
3,1273
6,1274
2,1275
1,1276
9,1277
5,1278
9,1279
5,1280
0,1281
6,1282
8,1283
2,1284
0,1285
2,1286
2,1287
3,1288
8,1289
1,1290
4,1291
3,1292
4,1293
1,1294
4,1295
9,1296
3,1297
2,1298
8,1299
9,1300
6,1301
1,1302
0,1303
4,1304
9,1305
5,1306
9,1307
6,1308
4,1309
4,1310
2,1311
5,1312
2,1313
0,1314
7,1315
6,1316
5,1317
6,1318
6,1319
3,1320
8,1321
5,1322
6,1323
3,1324
7,1325
5,1326
2,1327
3,1328
9,1329
2,1330
2,1331
9,1332
7,1333
7,1334
8,1335
3,1336
8,1337
7,1338
3,1339
1,1340
4,1341
8,1342
9,1343
6,1344
6,1345
2,1346
1,1347
7,1348
1,1349
8,1350
8,1351
5,1352
0,1353
6,1354
0,1355
0,1356
6,1357
7,1358
9,1359
6,1360
1,1361
4,1362
9,1363
9,1364
2,1365
9,1366
1,1367
9,1368
7,1369
2,1370
5,1371
6,1372
1,1373
6,1374
0,1375
5,1376
3,1377
1,1378
2,1379
1,1380
5,1381
4,1382
4,1383
7,1384
0,1385
9,1386
3,1387
1,1388
6,1389
6,1390
6,1391
5,1392
7,1393
2,1394
0,1395
8,1396
7,1397
1,1398
6,1399
2,1400
2,1401
8,1402
0,1403
8,1404
1,1405
9,1406
0,1407
2,1408
1,1409
1,1410
1,1411
4,1412
1,1413
8,1414
1,1415
3,1416
7,1417
5,1418
2,1419
1,1420
9,1421
1,1422
4,1423
9,1424
6,1425
4,1426
6,1427
0,1428
6,1429
1,1430
7,1431
6,1432
1,1433
3,1434
1,1435
0,1436
2,1437
5,1438
9,1439
5,1440
6,1441
7,1442
7,1443
9,1444
2,1445
1,1446
5,1447
4,1448
4,1449
8,1450
1,1451
7,1452
4,1453
2,1454
0,1455
8,1456
0,1457
1,1458
7,1459
7,1460
4,1461
0,1462
0,1463
1,1464
6,1465
5,1466
5,1467
9,1468
8,1469
2,1470
1,1471
0,1472
5,1473
0,1474
1,1475
5,1476
0,1477
4,1478
1,1479
4,1480
2,1481
8,1482
5,1483
4,1484
9,1485
1,1486
6,1487
9,1488
0,1489
0,1490
6,1491
3,1492
4,1493
7,1494
0,1495
1,1496
2,1497
8,1498
2,1499
1,1500
9,1501
9,1502
1,1503
4,1504
1,1505
5,1506
5,1507
6,1508
4,1509
0,1510
9,1511
6,1512
7,1513
7,1514
6,1515
0,1516
5,1517
2,1518
1,1519
6,1520
4,1521
4,1522
5,1523
1,1524
3,1525
9,1526
0,1527
1,1528
6,1529
5,1530
0,1531
8,1532
2,1533
2,1534
3,1535
5,1536
6,1537
4,1538
2,1539
9,1540
1,1541
0,1542
7,1543
0,1544
2,1545
8,1546
1,1547
8,1548
2,1549
0,1550
6,1551
3,1552
8,1553
3,1554
8,1555
2,1556
2,1557
7,1558
1,1559
9,1560
9,1561
2,1562
0,1563
6,1564
8,1565
7,1566
8,1567
6,1568
0,1569
1,1570
2,1571
1,1572
8,1573
6,1574
9,1575
7,1576
6,1577
4,1578
6,1579
9,1580
0,1581
5,1582
9,1583
2,1584
9,1585
7,1586
7,1587
4,1588
3,1589
4,1590
5,1591
6,1592
8,1593
9,1594
9,1595
7,1596
7,1597
2,1598
9,1599
4,1600
9,1601
2,1602
3,1603
2,1604
5,1605
8,1606
4,1607
4,1608
5,1609
5,1610
6,1611
1,1612
2,1613
9,1614
2,1615
9,1616
0,1617
0,1618
9,1619
3,1620
5,1621
4,1622
9,1623
4,1624
3,1625
1,1626
5,1627
8,1628
9,1629
6,1630
9,1631
8,1632
2,1633
2,1634
1,1635
4,1636
7,1637
2,1638
0,1639
5,1640
1,1641
1,1642
5,1643
9,1644
3,1645
9,1646
3,1647
1,1648
1,1649
0,1650
2,1651
3,1652
4,1653
6,1654
6,1655
9,1656
8,1657
7,1658
3,1659
0,1660
7,1661
1,1662
3,1663
4,1664
1,1665
1,1666
0,1667
4,1668
8,1669
0,1670
1,1671
2,1672
6,1673
3,1674
0,1675
4,1676
0,1677
5,1678
2,1679
4,1680
2,1681
9,1682
7,1683
0,1684
2,1685
0,1686
6,1687
8,1688
8,1689
0,1690
3,1691
5,1692
7,1693
6,1694
2,1695
9,1696
8,1697
6,1698
4,1699
4,1700
2,1701
5,1702
5,1703
6,1704
9,1705
9,1706
3,1707
7,1708
4,1709
4,1710
9,1711
3,1712
6,1713
5,1714
3,1715
1,1716
7,1717
9,1718
3,1719
5,1720
6,1721
0,1722
7,1723
7,1724
6,1725
0,1726
6,1727
8,1728
0,1729
6,1730
8,1731
4,1732
2,1733
9,1734
0,1735
1,1736
8,1737
5,1738
9,1739
4,1740
2,1741
1,1742
1,1743
3,1744
9,1745
0,1746
0,1747
8,1748
7,1749
5,1750
1,1751
9,1752
9,1753
0,1754
1,1755
8,1756
7,1757
5,1758
8,1759
7,1760
0,1761
2,1762
7,1763
0,1764
5,1765
7,1766
5,1767
4,1768
6,1769
0,1770
8,1771
1,1772
1,1773
3,1774
9,1775
2,1776
4,1777
3,1778
0,1779
2,1780
3,1781
6,1782
1,1783
0,1784
8,1785
8,1786
5,1787
6,1788
5,1789
4,1790
1,1791
5,1792
7,1793
8,1794
8,1795
9,1796
6,1797
6,1798
8,1799
2,1800
4,1801
2,1802
4,1803
6,1804
6,1805
9,1806
8,1807
6,1808
6,1809
2,1810
5,1811
1,1812
4,1813
4,1814
0,1815
4,1816
9,1817
4,1818
5,1819
3,1820
5,1821
5,1822
3,1823
3,1824
3,1825
5,1826
3,1827
7,1828
4,1829
6,1830
4,1831
5,1832
4,1833
8,1834
1,1835
9,1836
8,1837
5,1838
4,1839
7,1840
2,1841
0,1842
9,1843
1,1844
1,1845
7,1846
6,1847
7,1848
1,1849
1,1850
6,1851
6,1852
8,1853
4,1854
4,1855
3,1856
3,1857
1,1858
6,1859
2,1860
1,1861
9,1862
4,1863
9,1864
2,1865
2,1866
1,1867
3,1868
2,1869
3,1870
9,1871
1,1872
3,1873
5,1874
5,1875
2,1876
9,1877
3,1878
4,1879
3,1880
0,1881
8,1882
1,1883
3,1884
8,1885
6,1886
2,1887
1,1888
9,1889
0,1890
6,1891
9,1892
7,1893
3,1894
6,1895
3,1896
6,1897
0,1898
1,1899
2,1900
3,1901
0,1902
2,1903
5,1904
6,1905
6,1906
6,1907
1,1908
3,1909
3,1910
0,1911
6,1912
7,1913
6,1914
4,1915
3,1916
7,1917
7,1918
2,1919
6,1920
3,1921
3,1922
4,1923
6,1924
2,1925
8,1926
5,1927
8,1928
7,1929
5,1930
1,1931
0,1932
8,1933
7,1934
4,1935
9,1936
3,1937
9,1938
5,1939
8,1940
2,1941
1,1942
2,1943
9,1944
1,1945
9,1946
2,1947
9,1948
0,1949
6,1950
6,1951
8,1952
6,1953
3,1954
7,1955
8,1956
3,1957
0,1958
5,1959
4,1960
6,1961
4,1962
2,1963
1,1964
1,1965
1,1966
4,1967
1,1968
6,1969
7,1970
4,1971
1,1972
3,1973
6,1974
7,1975
1,1976
1,1977
8,1978
1,1979
1,1980
6,1981
5,1982
5,1983
8,1984
5,1985
4,1986
7,1987
0,1988
2,1989
4,1990
0,1991
1,1992
2,1993
1,1994
7,1995
5,1996
5,1997
5,1998
4,1999
3,2000
1,2001
6,2002
4,2003
5,2004
1,2005
0,2006
2,2007
9,2008
0,2009
4,2010
9,2011
4,2012
7,2013
9,2014
4,2015
6,2016
9,2017
3,2018
2,2019
1,2020
3,2021
8,2022
1,2023
1,2024
3,2025
0,2026
9,2027
0,2028
8,2029
9,2030
4,2031
8,2032
1,2033
1,2034
5,2035
3,2036
8,2037
0,2038
3,2039
6,2040
7,2041
2,2042
6,2043
9,2044
0,2045
0,2046
4,2047
5,2048
6,2049
1,2050
6,2051
1,2052
3,2053
7,2054
2,2055
0,2056
0,2057
0,2058
1,2059
7,2060
1,2061
7,2062
4,2063
8,2064
8,2065
8,2066
5,2067
0,2068
8,2069
3,2070
6,2071
5,2072
1,2073
5,2074
8,2075
6,2076
0,2077
3,2078
1,2079
7,2080
0,2081
1,2082
5,2083
4,2084
8,2085
1,2086
8,2087
6,2088
3,2089
4,2090
2,2091
9,2092
9,2093
7,2094
2,2095
5,2096
6,2097
6,2098
1,2099
8,2100
1,2101
6,2102
9,2103
0,2104
2,2105
1,2106
5,2107
1,2108
1,2109
0,2110
9,2111
4,2112
9,2113
9,2114
8,2115
8,2116
1,2117
6,2118
0,2119
1,2120
2,2121
4,2122
4,2123
4,2124
5,2125
1,2126
5,2127
9,2128
8,2129
7,2130
0,2131
9,2132
3,2133
0,2134
9,2135
4,2136
7,2137
7,2138
8,2139
0,2140
4,2141
7,2142
0,2143
9,2144
0,2145
8,2146
9,2147
0,2148
4,2149
8,2150
3,2151
5,2152
6,2153
2,2154
0,2155
5,2156
6,2157
2,2158
6,2159
5,2160
8,2161
4,2162
0,2163
6,2164
6,2165
2,2166
8,2167
5,2168
1,2169
9,2170
2,2171
4,2172
1,2173
4,2174
5,2175
2,2176
9,2177
7,2178
3,2179
7,2180
7,2181
8,2182
6,2183
7,2184
9,2185
5,2186
6,2187
9,2188
4,2189
1,2190
8,2191
5,2192
0,2193
8,2194
4,2195
2,2196
6,2197
6,2198
8,2199
9,2200
5,2201
2,2202
4,2203
1,2204
6,2205
1,2206
5,2207
3,2208
1,2209
7,2210
8,2211
6,2212
7,2213
5,2214
1,2215
4,2216
0,2217
5,2218
4,2219
9,2220
4,2221
1,2222
4,2223
6,2224
0,2225
2,2226
5,2227
2,2228
0,2229
1,2230
1,2231
5,2232
4,2233
3,2234
7,2235
3,2236
7,2237
1,2238
8,2239
2,2240
5,2241
8,2242
2,2243
2,2244
1,2245
8,2246
1,2247
4,2248
5,2249
9,2250
1,2251
7,2252
0,2253
4,2254
8,2255
1,2256
4,2257
6,2258
3,2259
7,2260
9,2261
4,2262
9,2263
2,2264
8,2265
0,2266
0,2267
7,2268
6,2269
8,2270
5,2271
3,2272
0,2273
5,2274
8,2275
1,2276
4,2277
6,2278
9,2279
1,2280
7,2281
6,2282
1,2283
1,2284
1,2285
0,2286
2,2287
2,2288
7,2289
5,2290
3,2291
1,2292
7,2293
6,2294
4,2295
7,2296
3,2297
4,2298
6,2299
3,2300
1,2301
3,2302
5,2303
3,2304
7,2305
9,2306
3,2307
3,2308
5,2309
0,2310
9,2311
1,2312
1,2313
7,2314
2,2315
1,2316
2,2317
6,2318
8,2319
5,2320
2,2321
4,2322
1,2323
3,2324
9,2325
2,2326
3,2327
2,2328
9,2329
5,2330
8,2331
3,2332
8,2333
4,2334
5,2335
2,2336
0,2337
1,2338
1,2339
1,2340
5,2341
2,2342
9,2343
0,2344
7,2345
9,2346
9,2347
8,2348
2,2349
2,2350
6,2351
6,2352
5,2353
2,2354
2,2355
1,2356
8,2357
9,2358
3,2359
3,2360
3,2361
1,2362
1,2363
1,2364
3,2365
0,2366
5,2367
2,2368
0,2369
6,2370
1,2371
9,2372
1,2373
8,2374
9,2375
3,2376
3,2377
9,2378
4,2379
1,2380
0,2381
0,2382
0,2383
4,2384
0,2385
2,2386
6,2387
0,2388
5,2389
9,2390
7,2391
4,2392
4,2393
5,2394
4,2395
5,2396
6,2397
2,2398
4,2399
6,2400
8,2401
5,2402
5,2403
6,2404
7,2405
2,2406
5,2407
1,2408
0,2409
1,2410
3,2411
5,2412
6,2413
7,2414
9,2415
0,2416
9,2417
9,2418
9,2419
6,2420
2,2421
4,2422
3,2423
7,2424
7,2425
2,2426
0,2427
2,2428
1,2429
6,2430
1,2431
2,2432
7,2433
9,2434
7,2435
9,2436
7,2437
6,2438
3,2439
5,2440
7,2441
9,2442
0,2443
0,2444
3,2445
7,2446
3,2447
4,2448
3,2449
5,2450
5,2451
4,2452
5,2453
0,2454
4,2455
7,2456
8,2457
3,2458
3,2459
2,2460
8,2461
8,2462
9,2463
4,2464
5,2465
5,2466
7,2467
2,2468
3,2469
4,2470
0,2471
5,2472
0,2473
1,2474
7,2475
4,2476
6,2477
4,2478
2,2479
1,2480
9,2481
1,2482
9,2483
6,2484
5,2485
5,2486
0,2487
8,2488
4,2489
3,2490
1,2491
2,2492
1,2493
0,2494
2,2495
3,2496
6,2497
3,2498
8,2499
1,2500
7,2501
0,2502
4,2503
9,2504
2,2505
4,2506
3,2507
7,2508
8,2509
7,2510
4,2511
5,2512
9,2513
4,2514
2,2515
4,2516
1,2517
9,2518
0,2519
9,2520
2,2521
1,2522
8,2523
5,2524
3,2525
0,2526
2,2527
0,2528
4,2529
2,2530
5,2531
6,2532
4,2533
5,2534
0,2535
9,2536
5,2537
5,2538
6,2539
0,2540
2,2541
0,2542
3,2543
2,2544
7,2545
6,2546
0,2547
7,2548
1,2549
9,2550
5,2551
3,2552
7,2553
2,2554
5,2555
3,2556
0,2557
7,2558
8,2559
1,2560
6,2561
6,2562
5,2563
6,2564
3,2565
0,2566
3,2567
5,2568
2,2569
7,2570
2,2571
8,2572
7,2573
3,2574
6,2575
4,2576
4,2577
3,2578
8,2579
8,2580
8,2581
1,2582
5,2583
2,2584
6,2585
9,2586
2,2587
3,2588
1,2589
7,2590
1,2591
1,2592
0,2593
3,2594
9,2595
4,2596
1,2597
5,2598
1,2599
7,2600
0,2601
6,2602
3,2603
6,2604
6,2605
8,2606
7,2607
7,2608
4,2609
1,2610
9,2611
0,2612
0,2613
3,2614
8,2615
2,2616
7,2617
0,2618
7,2619
8,2620
8,2621
1,2622
9,2623
7,2624
4,2625
3,2626
5,2627
8,2628
0,2629
9,2630
0,2631
7,2632
9,2633
9,2634
7,2635
4,2636
1,2637
1,2638
5,2639
7,2640
7,2641
9,2642
9,2643
2,2644
8,2645
7,2646
3,2647
7,2648
4,2649
5,2650
1,2651
0,2652
7,2653
0,2654
5,2655
6,2656
3,2657
3,2658
9,2659
1,2660
8,2661
6,2662
1,2663
7,2664
0,2665
2,2666
3,2667
8,2668
1,2669
6,2670
3,2671
7,2672
2,2673
6,2674
2,2675
1,2676
4,2677
7,2678
5,2679
0,2680
2,2681
9,2682
1,2683
0,2684
6,2685
7,2686
9,2687
3,2688
4,2689
8,2690
7,2691
2,2692
2,2693
4,2694
3,2695
1,2696
8,2697
0,2698
5,2699
1,2700
5,2701
4,2702
2,2703
7,2704
2,2705
5,2706
0,2707
8,2708
5,2709
6,2710
4,2711
6,2712
5,2713
1,2714
7,2715
6,2716
2,2717
8,2718
1,2719
0,2720
1,2721
8,2722
9,2723
2,2724
6,2725
5,2726
5,2727
5,2728
0,2729
7,2730
5,2731
9,2732
0,2733
9,2734
1,2735
9,2736
1,2737
5,2738
7,2739
6,2740
8,2741
9,2742
2,2743
0,2744
4,2745
7,2746
5,2747
1,2748
7,2749
5,2750
3,2751
6,2752
0,2753
1,2754
6,2755
1,2756
8,2757
6,2758
3,2759
8,2760
8,2761
4,2762
4,2763
8,2764
0,2765
6,2766
1,2767
3,2768
2,2769
6,2770
0,2771
9,2772
7,2773
8,2774
4,2775
4,2776
0,2777
7,2778
1,2779
6,2780
8,2781
6,2782
7,2783
1,2784
9,2785
1,2786
1,2787
0,2788
7,2789
3,2790
5,2791
1,2792
6,2793
7,2794
0,2795
0,2796
9,2797
8,2798
7,2799
2,2800
6,2801
4,2802
8,2803
8,2804
3,2805
6,2806
4,2807
5,2808
3,2809
1,2810
5,2811
2,2812
7,2813
2,2814
7,2815
4,2816
7,2817
6,2818
9,2819
8,2820
3,2821
7,2822
2,2823
1,2824
0,2825
7,2826
3,2827
2,2828
2,2829
3,2830
9,2831
6,2832
1,2833
9,2834
0,2835
1,2836
6,2837
0,2838
7,2839
9,2840
1,2841
0,2842
5,2843
9,2844
4,2845
1,2846
9,2847
9,2848
9,2849
5,2850
0,2851
7,2852
4,2853
0,2854
8,2855
1,2856
5,2857
9,2858
4,2859
5,2860
7,2861
6,2862
8,2863
7,2864
4,2865
3,2866
5,2867
8,2868
6,2869
3,2870
5,2871
5,2872
4,2873
3,2874
8,2875
3,2876
7,2877
5,2878
7,2879
4,2880
1,2881
4,2882
8,2883
6,2884
1,2885
8,2886
2,2887
0,2888
1,2889
7,2890
5,2891
3,2892
4,2893
1,2894
1,2895
4,2896
4,2897
2,2898
0,2899
3,2900
7,2901
5,2902
0,2903
3,2904
1,2905
8,2906
9,2907
0,2908
7,2909
6,2910
8,2911
1,2912
7,2913
9,2914
0,2915
7,2916
5,2917
3,2918
6,2919
4,2920
2,2921
3,2922
6,2923
5,2924
5,2925
5,2926
8,2927
2,2928
7,2929
8,2930
6,2931
3,2932
6,2933
7,2934
8,2935
6,2936
2,2937
8,2938
6,2939
0,2940
8,2941
1,2942
0,2943
8,2944
9,2945
0,2946
3,2947
3,2948
9,2949
8,2950
1,2951
8,2952
2,2953
1,2954
9,2955
1,2956
3,2957
5,2958
8,2959
7,2960
2,2961
9,2962
7,2963
3,2964
3,2965
7,2966
7,2967
3,2968
1,2969
6,2970
9,2971
4,2972
6,2973
3,2974
3,2975
2,2976
8,2977
4,2978
6,2979
4,2980
7,2981
8,2982
1,2983
7,2984
7,2985
0,2986
6,2987
6,2988
8,2989
6,2990
2,2991
7,2992
8,2993
3,2994
5,2995
2,2996
